x,z,alpha
6.73228,4.1811,0.889838
6.73228,4.32283,0.890797
6.73228,4.46457,0.891761
6.73228,4.6063,0.892726
6.73228,4.74803,0.893693
6.73228,4.88976,0.894659
6.73228,5.0315,0.895625
6.73228,5.17323,0.896588
6.73228,5.31496,0.897549
6.73228,5.45669,0.898506
6.73228,5.59843,0.899458
6.73228,5.74016,0.900406
6.73228,5.88189,0.901348
6.73228,6.02362,0.902283
6.73228,6.16535,0.903212
6.73228,6.30709,0.904133
6.73228,6.44882,0.905047
6.73228,6.59055,0.905952
6.73228,6.73228,0.90685
6.73228,6.87402,0.907738
6.73228,7.01575,0.908618
6.73228,7.15748,0.909489
6.73228,7.29921,0.91035
6.73228,7.44094,0.911202
6.73228,7.58268,0.912044
6.73228,7.72441,0.912876
6.73228,7.86614,0.913699
6.73228,8.00787,0.914511
6.73228,8.14961,0.915314
6.73228,8.29134,0.916107
6.73228,8.43307,0.916889
6.73228,8.5748,0.917656
6.73228,8.71654,0.918512
6.73228,8.85827,0.919221
6.73228,9,0.919565
6.87402,-9,0.920112
6.87402,-8.85827,0.919772
6.87402,-8.71654,0.919059
6.87402,-8.5748,0.91821
6.87402,-8.43307,0.91746
6.87402,-8.29134,0.916695
6.87402,-8.14961,0.915921
6.87402,-8.00787,0.915137
6.87402,-7.86614,0.914344
6.87402,-7.72441,0.913542
6.87402,-7.58268,0.91273
6.87402,-7.44094,0.91191
6.87402,-7.29921,0.91108
6.87402,-7.15748,0.910242
6.87402,-7.01575,0.909396
6.87402,-6.87402,0.908541
6.87402,-6.73228,0.907678
6.87402,-6.59055,0.906807
6.87402,-6.44882,0.905928
6.87402,-6.30709,0.905042
6.87402,-6.16535,0.90415
6.87402,-6.02362,0.903251
6.87402,-5.88189,0.902346
6.87402,-5.74016,0.901436
6.87402,-5.59843,0.900521
6.87402,-5.45669,0.899602
6.87402,-5.31496,0.898679
6.87402,-5.17323,0.897754
6.87402,-5.0315,0.896826
6.87402,-4.88976,0.895898
6.87402,-4.74803,0.894969
6.87402,-4.6063,0.894041
6.87402,-4.46457,0.893115
6.87402,-4.32283,0.892193
6.87402,-4.1811,0.891274
6.87402,-4.03937,0.890361
6.87402,-3.89764,0.889455
6.87402,-3.75591,0.888558
6.87402,-3.61417,0.88767
6.87402,-3.47244,0.886794
6.87402,-3.33071,0.885932
6.87402,-3.18898,0.885084
6.87402,-3.04724,0.884253
6.87402,-2.90551,0.883441
6.87402,-2.76378,0.88265
6.87402,-2.62205,0.881881
6.87402,-2.48031,0.881137
6.87402,-2.33858,0.880419
6.87402,-2.19685,0.87973
6.87402,-2.05512,0.879072
6.87402,-1.91339,0.878447
6.87402,-1.77165,0.877856
6.87402,-1.62992,0.877303
6.87402,-1.48819,0.876787
6.87402,-1.34646,0.876313
6.87402,-1.20472,0.87588
6.87402,-1.06299,0.875492
6.87402,-0.92126,0.875148
6.87402,-0.779528,0.874852
6.87402,-0.637795,0.874603
6.87402,-0.496063,0.874403
6.87402,-0.354331,0.874253
6.87402,-0.212598,0.874152
6.87402,-0.0708661,0.874103
6.87402,0.0708661,0.874104
6.87402,0.212598,0.874157
6.87402,0.354331,0.87426
6.87402,0.496063,0.874413
6.87402,0.637795,0.874616
6.87402,0.779528,0.874867
6.87402,0.92126,0.875167
6.87402,1.06299,0.875513
6.87402,1.20472,0.875904
6.87402,1.34646,0.876339
6.87402,1.48819,0.876816
6.87402,1.62992,0.877333
6.87402,1.77165,0.877889
6.87402,1.91339,0.878482
6.87402,2.05512,0.879109
6.87402,2.19685,0.879769
6.87402,2.33858,0.88046
6.87402,2.48031,0.881179
6.87402,2.62205,0.881925
6.87402,2.76378,0.882695
6.87402,2.90551,0.883488
6.87402,3.04724,0.884302
6.87402,3.18898,0.885134
6.87402,3.33071,0.885982
6.87402,3.47244,0.886846
6.87402,3.61417,0.887723
6.87402,3.75591,0.888611
6.87402,3.89764,0.889509
6.87402,4.03937,0.890416
6.87402,4.1811,0.891329
6.87402,4.32283,0.892248
6.87402,4.46457,0.893172
6.87402,4.6063,0.894098
6.87402,4.74803,0.895026
6.87402,4.88976,0.895955
6.87402,5.0315,0.896884
6.87402,5.17323,0.897811
6.87402,5.31496,0.898736
6.87402,5.45669,0.899659
6.87402,5.59843,0.900578
6.87402,5.74016,0.901493
6.87402,5.88189,0.902403
6.87402,6.02362,0.903308
6.87402,6.16535,0.904206
6.87402,6.30709,0.905099
6.87402,6.44882,0.905984
6.87402,6.59055,0.906862
6.87402,6.73228,0.907733
6.87402,6.87402,0.908596
6.87402,7.01575,0.90945
6.87402,7.15748,0.910296
6.87402,7.29921,0.911134
6.87402,7.44094,0.911963
6.87402,7.58268,0.912783
6.87402,7.72441,0.913594
6.87402,7.86614,0.914396
6.87402,8.00787,0.915188
6.87402,8.14961,0.915972
6.87402,8.29134,0.916746
6.87402,8.43307,0.91751
6.87402,8.5748,0.918258
6.87402,8.71654,0.919101
6.87402,8.85827,0.919797
6.87402,9,0.920132
7.01575,-9,0.920663
7.01575,-8.85827,0.92033
7.01575,-8.71654,0.919632
7.01575,-8.5748,0.918798
7.01575,-8.43307,0.918066
7.01575,-8.29134,0.917319
7.01575,-8.14961,0.916562
7.01575,-8.00787,0.915797
7.01575,-7.86614,0.915023
7.01575,-7.72441,0.914241
7.01575,-7.58268,0.91345
7.01575,-7.44094,0.912651
7.01575,-7.29921,0.911843
7.01575,-7.15748,0.911027
7.01575,-7.01575,0.910204
7.01575,-6.87402,0.909373
7.01575,-6.73228,0.908534
7.01575,-6.59055,0.907688
7.01575,-6.44882,0.906836
7.01575,-6.30709,0.905977
7.01575,-6.16535,0.905112
7.01575,-6.02362,0.904242
7.01575,-5.88189,0.903366
7.01575,-5.74016,0.902486
7.01575,-5.59843,0.901602
7.01575,-5.45669,0.900714
7.01575,-5.31496,0.899824
7.01575,-5.17323,0.898931
7.01575,-5.0315,0.898038
7.01575,-4.88976,0.897144
7.01575,-4.74803,0.89625
7.01575,-4.6063,0.895358
7.01575,-4.46457,0.894469
7.01575,-4.32283,0.893583
7.01575,-4.1811,0.892702
7.01575,-4.03937,0.891828
7.01575,-3.89764,0.89096
7.01575,-3.75591,0.890102
7.01575,-3.61417,0.889254
7.01575,-3.47244,0.888417
7.01575,-3.33071,0.887594
7.01575,-3.18898,0.886786
7.01575,-3.04724,0.885995
7.01575,-2.90551,0.885222
7.01575,-2.76378,0.88447
7.01575,-2.62205,0.883739
7.01575,-2.48031,0.883033
7.01575,-2.33858,0.882352
7.01575,-2.19685,0.881699
7.01575,-2.05512,0.881076
7.01575,-1.91339,0.880484
7.01575,-1.77165,0.879926
7.01575,-1.62992,0.879402
7.01575,-1.48819,0.878916
7.01575,-1.34646,0.878468
7.01575,-1.20472,0.87806
7.01575,-1.06299,0.877693
7.01575,-0.92126,0.87737
7.01575,-0.779528,0.87709
7.01575,-0.637795,0.876856
7.01575,-0.496063,0.876667
7.01575,-0.354331,0.876526
7.01575,-0.212598,0.876432
7.01575,-0.0708661,0.876385
7.01575,0.0708661,0.876386
7.01575,0.212598,0.876436
7.01575,0.354331,0.876533
7.01575,0.496063,0.876677
7.01575,0.637795,0.876868
7.01575,0.779528,0.877105
7.01575,0.92126,0.877387
7.01575,1.06299,0.877713
7.01575,1.20472,0.878082
7.01575,1.34646,0.878492
7.01575,1.48819,0.878943
7.01575,1.62992,0.879432
7.01575,1.77165,0.879957
7.01575,1.91339,0.880518
7.01575,2.05512,0.881111
7.01575,2.19685,0.881737
7.01575,2.33858,0.882391
7.01575,2.48031,0.883074
7.01575,2.62205,0.883782
7.01575,2.76378,0.884514
7.01575,2.90551,0.885267
7.01575,3.04724,0.886042
7.01575,3.18898,0.886834
7.01575,3.33071,0.887643
7.01575,3.47244,0.888467
7.01575,3.61417,0.889304
7.01575,3.75591,0.890153
7.01575,3.89764,0.891013
7.01575,4.03937,0.891881
7.01575,4.1811,0.892756
7.01575,4.32283,0.893637
7.01575,4.46457,0.894523
7.01575,4.6063,0.895413
7.01575,4.74803,0.896305
7.01575,4.88976,0.897199
7.01575,5.0315,0.898093
7.01575,5.17323,0.898987
7.01575,5.31496,0.899879
7.01575,5.45669,0.90077
7.01575,5.59843,0.901657
7.01575,5.74016,0.902541
7.01575,5.88189,0.903421
7.01575,6.02362,0.904297
7.01575,6.16535,0.905167
7.01575,6.30709,0.906032
7.01575,6.44882,0.90689
7.01575,6.59055,0.907743
7.01575,6.73228,0.908588
7.01575,6.87402,0.909426
7.01575,7.01575,0.910257
7.01575,7.15748,0.91108
7.01575,7.29921,0.911895
7.01575,7.44094,0.912702
7.01575,7.58268,0.913501
7.01575,7.72441,0.914292
7.01575,7.86614,0.915074
7.01575,8.00787,0.915847
7.01575,8.14961,0.916612
7.01575,8.29134,0.917368
7.01575,8.43307,0.918114
7.01575,8.5748,0.918846
7.01575,8.71654,0.919673
7.01575,8.85827,0.920355
7.01575,9,0.920682
7.15748,-9,0.921212
7.15748,-8.85827,0.920886
7.15748,-8.71654,0.920204
7.15748,-8.5748,0.919385
7.15748,-8.43307,0.918669
7.15748,-8.29134,0.917939
7.15748,-8.14961,0.917201
7.15748,-8.00787,0.916454
7.15748,-7.86614,0.915699
7.15748,-7.72441,0.914936
7.15748,-7.58268,0.914165
7.15748,-7.44094,0.913386
7.15748,-7.29921,0.9126
7.15748,-7.15748,0.911806
7.15748,-7.01575,0.911005
7.15748,-6.87402,0.910197
7.15748,-6.73228,0.909383
7.15748,-6.59055,0.908562
7.15748,-6.44882,0.907734
7.15748,-6.30709,0.906902
7.15748,-6.16535,0.906063
7.15748,-6.02362,0.90522
7.15748,-5.88189,0.904373
7.15748,-5.74016,0.903522
7.15748,-5.59843,0.902667
7.15748,-5.45669,0.90181
7.15748,-5.31496,0.90095
7.15748,-5.17323,0.90009
7.15748,-5.0315,0.899228
7.15748,-4.88976,0.898368
7.15748,-4.74803,0.897508
7.15748,-4.6063,0.89665
7.15748,-4.46457,0.895796
7.15748,-4.32283,0.894946
7.15748,-4.1811,0.894101
7.15748,-4.03937,0.893262
7.15748,-3.89764,0.892432
7.15748,-3.75591,0.89161
7.15748,-3.61417,0.890799
7.15748,-3.47244,0.89
7.15748,-3.33071,0.889215
7.15748,-3.18898,0.888444
7.15748,-3.04724,0.88769
7.15748,-2.90551,0.886954
7.15748,-2.76378,0.886238
7.15748,-2.62205,0.885544
7.15748,-2.48031,0.884873
7.15748,-2.33858,0.884227
7.15748,-2.19685,0.883607
7.15748,-2.05512,0.883016
7.15748,-1.91339,0.882456
7.15748,-1.77165,0.881927
7.15748,-1.62992,0.881432
7.15748,-1.48819,0.880972
7.15748,-1.34646,0.880549
7.15748,-1.20472,0.880163
7.15748,-1.06299,0.879817
7.15748,-0.92126,0.879512
7.15748,-0.779528,0.879248
7.15748,-0.637795,0.879027
7.15748,-0.496063,0.87885
7.15748,-0.354331,0.878716
7.15748,-0.212598,0.878627
7.15748,-0.0708661,0.878584
7.15748,0.0708661,0.878585
7.15748,0.212598,0.878631
7.15748,0.354331,0.878723
7.15748,0.496063,0.878859
7.15748,0.637795,0.879039
7.15748,0.779528,0.879262
7.15748,0.92126,0.879528
7.15748,1.06299,0.879836
7.15748,1.20472,0.880184
7.15748,1.34646,0.880572
7.15748,1.48819,0.880998
7.15748,1.62992,0.88146
7.15748,1.77165,0.881957
7.15748,1.91339,0.882488
7.15748,2.05512,0.88305
7.15748,2.19685,0.883643
7.15748,2.33858,0.884264
7.15748,2.48031,0.884911
7.15748,2.62205,0.885584
7.15748,2.76378,0.88628
7.15748,2.90551,0.886997
7.15748,3.04724,0.887734
7.15748,3.18898,0.88849
7.15748,3.33071,0.889261
7.15748,3.47244,0.890048
7.15748,3.61417,0.890848
7.15748,3.75591,0.89166
7.15748,3.89764,0.892482
7.15748,4.03937,0.893313
7.15748,4.1811,0.894152
7.15748,4.32283,0.894997
7.15748,4.46457,0.895848
7.15748,4.6063,0.896703
7.15748,4.74803,0.897561
7.15748,4.88976,0.898421
7.15748,5.0315,0.899282
7.15748,5.17323,0.900143
7.15748,5.31496,0.901004
7.15748,5.45669,0.901863
7.15748,5.59843,0.902721
7.15748,5.74016,0.903575
7.15748,5.88189,0.904427
7.15748,6.02362,0.905274
7.15748,6.16535,0.906117
7.15748,6.30709,0.906955
7.15748,6.44882,0.907787
7.15748,6.59055,0.908614
7.15748,6.73228,0.909435
7.15748,6.87402,0.910249
7.15748,7.01575,0.911057
7.15748,7.15748,0.911857
7.15748,7.29921,0.912651
7.15748,7.44094,0.913437
7.15748,7.58268,0.914215
7.15748,7.72441,0.914986
7.15748,7.86614,0.915748
7.15748,8.00787,0.916503
7.15748,8.14961,0.917249
7.15748,8.29134,0.917988
7.15748,8.43307,0.918717
7.15748,8.5748,0.919432
7.15748,8.71654,0.920243
7.15748,8.85827,0.92091
7.15748,9,0.921231
7.29921,-9,0.921761
7.29921,-8.85827,0.92144
7.29921,-8.71654,0.920773
7.29921,-8.5748,0.91997
7.29921,-8.43307,0.919271
7.29921,-8.29134,0.918558
7.29921,-8.14961,0.917836
7.29921,-8.00787,0.917107
7.29921,-7.86614,0.916371
7.29921,-7.72441,0.915627
7.29921,-7.58268,0.914875
7.29921,-7.44094,0.914117
7.29921,-7.29921,0.913351
7.29921,-7.15748,0.912579
7.29921,-7.01575,0.9118
7.29921,-6.87402,0.911014
7.29921,-6.73228,0.910223
7.29921,-6.59055,0.909426
7.29921,-6.44882,0.908623
7.29921,-6.30709,0.907816
7.29921,-6.16535,0.907003
7.29921,-6.02362,0.906187
7.29921,-5.88189,0.905367
7.29921,-5.74016,0.904543
7.29921,-5.59843,0.903717
7.29921,-5.45669,0.902889
7.29921,-5.31496,0.90206
7.29921,-5.17323,0.901229
7.29921,-5.0315,0.900399
7.29921,-4.88976,0.89957
7.29921,-4.74803,0.898743
7.29921,-4.6063,0.897918
7.29921,-4.46457,0.897097
7.29921,-4.32283,0.89628
7.29921,-4.1811,0.895469
7.29921,-4.03937,0.894665
7.29921,-3.89764,0.89387
7.29921,-3.75591,0.893083
7.29921,-3.61417,0.892308
7.29921,-3.47244,0.891544
7.29921,-3.33071,0.890794
7.29921,-3.18898,0.890058
7.29921,-3.04724,0.889339
7.29921,-2.90551,0.888638
7.29921,-2.76378,0.887956
7.29921,-2.62205,0.887295
7.29921,-2.48031,0.886657
7.29921,-2.33858,0.886043
7.29921,-2.19685,0.885455
7.29921,-2.05512,0.884895
7.29921,-1.91339,0.884363
7.29921,-1.77165,0.883862
7.29921,-1.62992,0.883393
7.29921,-1.48819,0.882958
7.29921,-1.34646,0.882557
7.29921,-1.20472,0.882193
7.29921,-1.06299,0.881866
7.29921,-0.92126,0.881578
7.29921,-0.779528,0.881328
7.29921,-0.637795,0.88112
7.29921,-0.496063,0.880952
7.29921,-0.354331,0.880826
7.29921,-0.212598,0.880742
7.29921,-0.0708661,0.880701
7.29921,0.0708661,0.880702
7.29921,0.212598,0.880746
7.29921,0.354331,0.880832
7.29921,0.496063,0.880961
7.29921,0.637795,0.881131
7.29921,0.779528,0.881342
7.29921,0.92126,0.881593
7.29921,1.06299,0.881884
7.29921,1.20472,0.882213
7.29921,1.34646,0.88258
7.29921,1.48819,0.882982
7.29921,1.62992,0.88342
7.29921,1.77165,0.883891
7.29921,1.91339,0.884394
7.29921,2.05512,0.884927
7.29921,2.19685,0.885489
7.29921,2.33858,0.886079
7.29921,2.48031,0.886694
7.29921,2.62205,0.887334
7.29921,2.76378,0.887996
7.29921,2.90551,0.888679
7.29921,3.04724,0.889382
7.29921,3.18898,0.890102
7.29921,3.33071,0.890838
7.29921,3.47244,0.89159
7.29921,3.61417,0.892354
7.29921,3.75591,0.893131
7.29921,3.89764,0.893918
7.29921,4.03937,0.894714
7.29921,4.1811,0.895519
7.29921,4.32283,0.89633
7.29921,4.46457,0.897147
7.29921,4.6063,0.897969
7.29921,4.74803,0.898794
7.29921,4.88976,0.899621
7.29921,5.0315,0.900451
7.29921,5.17323,0.901281
7.29921,5.31496,0.902111
7.29921,5.45669,0.902941
7.29921,5.59843,0.903769
7.29921,5.74016,0.904595
7.29921,5.88189,0.905419
7.29921,6.02362,0.906239
7.29921,6.16535,0.907055
7.29921,6.30709,0.907867
7.29921,6.44882,0.908675
7.29921,6.59055,0.909477
7.29921,6.73228,0.910274
7.29921,6.87402,0.911065
7.29921,7.01575,0.91185
7.29921,7.15748,0.912629
7.29921,7.29921,0.913401
7.29921,7.44094,0.914166
7.29921,7.58268,0.914924
7.29921,7.72441,0.915675
7.29921,7.86614,0.916419
7.29921,8.00787,0.917155
7.29921,8.14961,0.917884
7.29921,8.29134,0.918605
7.29921,8.43307,0.919317
7.29921,8.5748,0.920016
7.29921,8.71654,0.920812
7.29921,8.85827,0.921464
7.29921,9,0.921779
7.44094,-9,0.922308
7.44094,-8.85827,0.921994
7.44094,-8.71654,0.921341
7.44094,-8.5748,0.920553
7.44094,-8.43307,0.91987
7.44094,-8.29134,0.919173
7.44094,-8.14961,0.918469
7.44094,-8.00787,0.917758
7.44094,-7.86614,0.917039
7.44094,-7.72441,0.916313
7.44094,-7.58268,0.915581
7.44094,-7.44094,0.914842
7.44094,-7.29921,0.914097
7.44094,-7.15748,0.913345
7.44094,-7.01575,0.912588
7.44094,-6.87402,0.911824
7.44094,-6.73228,0.911056
7.44094,-6.59055,0.910282
7.44094,-6.44882,0.909503
7.44094,-6.30709,0.90872
7.44094,-6.16535,0.907932
7.44094,-6.02362,0.907142
7.44094,-5.88189,0.906348
7.44094,-5.74016,0.905551
7.44094,-5.59843,0.904752
7.44094,-5.45669,0.903952
7.44094,-5.31496,0.903151
7.44094,-5.17323,0.902351
7.44094,-5.0315,0.90155
7.44094,-4.88976,0.900751
7.44094,-4.74803,0.899955
7.44094,-4.6063,0.899161
7.44094,-4.46457,0.898372
7.44094,-4.32283,0.897587
7.44094,-4.1811,0.896809
7.44094,-4.03937,0.896038
7.44094,-3.89764,0.895275
7.44094,-3.75591,0.894522
7.44094,-3.61417,0.89378
7.44094,-3.47244,0.893049
7.44094,-3.33071,0.892332
7.44094,-3.18898,0.89163
7.44094,-3.04724,0.890944
7.44094,-2.90551,0.890275
7.44094,-2.76378,0.889626
7.44094,-2.62205,0.888997
7.44094,-2.48031,0.88839
7.44094,-2.33858,0.887806
7.44094,-2.19685,0.887247
7.44094,-2.05512,0.886715
7.44094,-1.91339,0.88621
7.44094,-1.77165,0.885735
7.44094,-1.62992,0.885291
7.44094,-1.48819,0.884878
7.44094,-1.34646,0.884499
7.44094,-1.20472,0.884154
7.44094,-1.06299,0.883844
7.44094,-0.92126,0.883572
7.44094,-0.779528,0.883336
7.44094,-0.637795,0.883139
7.44094,-0.496063,0.88298
7.44094,-0.354331,0.882861
7.44094,-0.212598,0.882782
7.44094,-0.0708661,0.882743
7.44094,0.0708661,0.882744
7.44094,0.212598,0.882786
7.44094,0.354331,0.882867
7.44094,0.496063,0.882989
7.44094,0.637795,0.883149
7.44094,0.779528,0.883349
7.44094,0.92126,0.883587
7.44094,1.06299,0.883862
7.44094,1.20472,0.884173
7.44094,1.34646,0.88452
7.44094,1.48819,0.884901
7.44094,1.62992,0.885316
7.44094,1.77165,0.885762
7.44094,1.91339,0.886239
7.44094,2.05512,0.886746
7.44094,2.19685,0.88728
7.44094,2.33858,0.88784
7.44094,2.48031,0.888425
7.44094,2.62205,0.889034
7.44094,2.76378,0.889664
7.44094,2.90551,0.890315
7.44094,3.04724,0.890985
7.44094,3.18898,0.891672
7.44094,3.33071,0.892375
7.44094,3.47244,0.893093
7.44094,3.61417,0.893825
7.44094,3.75591,0.894568
7.44094,3.89764,0.895322
7.44094,4.03937,0.896085
7.44094,4.1811,0.896857
7.44094,4.32283,0.897636
7.44094,4.46457,0.89842
7.44094,4.6063,0.89921
7.44094,4.74803,0.900004
7.44094,4.88976,0.900801
7.44094,5.0315,0.9016
7.44094,5.17323,0.902401
7.44094,5.31496,0.903202
7.44094,5.45669,0.904003
7.44094,5.59843,0.904803
7.44094,5.74016,0.905601
7.44094,5.88189,0.906398
7.44094,6.02362,0.907192
7.44094,6.16535,0.907983
7.44094,6.30709,0.90877
7.44094,6.44882,0.909553
7.44094,6.59055,0.910331
7.44094,6.73228,0.911105
7.44094,6.87402,0.911874
7.44094,7.01575,0.912637
7.44094,7.15748,0.913394
7.44094,7.29921,0.914145
7.44094,7.44094,0.91489
7.44094,7.58268,0.915629
7.44094,7.72441,0.916361
7.44094,7.86614,0.917086
7.44094,8.00787,0.917804
7.44094,8.14961,0.918516
7.44094,8.29134,0.919219
7.44094,8.43307,0.919916
7.44094,8.5748,0.920598
7.44094,8.71654,0.921379
7.44094,8.85827,0.922017
7.44094,9,0.922326
7.58268,-9,0.922853
7.58268,-8.85827,0.922544
7.58268,-8.71654,0.921906
7.58268,-8.5748,0.921133
7.58268,-8.43307,0.920465
7.58268,-8.29134,0.919785
7.58268,-8.14961,0.919097
7.58268,-8.00787,0.918403
7.58268,-7.86614,0.917702
7.58268,-7.72441,0.916994
7.58268,-7.58268,0.916281
7.58268,-7.44094,0.915561
7.58268,-7.29921,0.914835
7.58268,-7.15748,0.914104
7.58268,-7.01575,0.913367
7.58268,-6.87402,0.912625
7.58268,-6.73228,0.911878
7.58268,-6.59055,0.911127
7.58268,-6.44882,0.910371
7.58268,-6.30709,0.909611
7.58268,-6.16535,0.908848
7.58268,-6.02362,0.908082
7.58268,-5.88189,0.907313
7.58268,-5.74016,0.906543
7.58268,-5.59843,0.90577
7.58268,-5.45669,0.904997
7.58268,-5.31496,0.904224
7.58268,-5.17323,0.903451
7.58268,-5.0315,0.902679
7.58268,-4.88976,0.901909
7.58268,-4.74803,0.901142
7.58268,-4.6063,0.900378
7.58268,-4.46457,0.899619
7.58268,-4.32283,0.898865
7.58268,-4.1811,0.898118
7.58268,-4.03937,0.897378
7.58268,-3.89764,0.896647
7.58268,-3.75591,0.895925
7.58268,-3.61417,0.895214
7.58268,-3.47244,0.894515
7.58268,-3.33071,0.893829
7.58268,-3.18898,0.893158
7.58268,-3.04724,0.892503
7.58268,-2.90551,0.891865
7.58268,-2.76378,0.891246
7.58268,-2.62205,0.890646
7.58268,-2.48031,0.890068
7.58268,-2.33858,0.889513
7.58268,-2.19685,0.888981
7.58268,-2.05512,0.888475
7.58268,-1.91339,0.887996
7.58268,-1.77165,0.887545
7.58268,-1.62992,0.887123
7.58268,-1.48819,0.886732
7.58268,-1.34646,0.886372
7.58268,-1.20472,0.886045
7.58268,-1.06299,0.885752
7.58268,-0.92126,0.885494
7.58268,-0.779528,0.885271
7.58268,-0.637795,0.885084
7.58268,-0.496063,0.884934
7.58268,-0.354331,0.884822
7.58268,-0.212598,0.884747
7.58268,-0.0708661,0.88471
7.58268,0.0708661,0.884711
7.58268,0.212598,0.88475
7.58268,0.354331,0.884827
7.58268,0.496063,0.884942
7.58268,0.637795,0.885094
7.58268,0.779528,0.885283
7.58268,0.92126,0.885508
7.58268,1.06299,0.885768
7.58268,1.20472,0.886064
7.58268,1.34646,0.886393
7.58268,1.48819,0.886754
7.58268,1.62992,0.887147
7.58268,1.77165,0.887571
7.58268,1.91339,0.888024
7.58268,2.05512,0.888505
7.58268,2.19685,0.889012
7.58268,2.33858,0.889545
7.58268,2.48031,0.890102
7.58268,2.62205,0.890682
7.58268,2.76378,0.891283
7.58268,2.90551,0.891903
7.58268,3.04724,0.892542
7.58268,3.18898,0.893199
7.58268,3.33071,0.893871
7.58268,3.47244,0.894557
7.58268,3.61417,0.895257
7.58268,3.75591,0.895969
7.58268,3.89764,0.896691
7.58268,4.03937,0.897424
7.58268,4.1811,0.898164
7.58268,4.32283,0.898912
7.58268,4.46457,0.899666
7.58268,4.6063,0.900426
7.58268,4.74803,0.90119
7.58268,4.88976,0.901957
7.58268,5.0315,0.902728
7.58268,5.17323,0.9035
7.58268,5.31496,0.904273
7.58268,5.45669,0.905046
7.58268,5.59843,0.905819
7.58268,5.74016,0.906591
7.58268,5.88189,0.907362
7.58268,6.02362,0.908131
7.58268,6.16535,0.908897
7.58268,6.30709,0.90966
7.58268,6.44882,0.910419
7.58268,6.59055,0.911175
7.58268,6.73228,0.911926
7.58268,6.87402,0.912673
7.58268,7.01575,0.913415
7.58268,7.15748,0.914151
7.58268,7.29921,0.914883
7.58268,7.44094,0.915608
7.58268,7.58268,0.916327
7.58268,7.72441,0.917041
7.58268,7.86614,0.917748
7.58268,8.00787,0.918449
7.58268,8.14961,0.919143
7.58268,8.29134,0.91983
7.58268,8.43307,0.92051
7.58268,8.5748,0.921177
7.58268,8.71654,0.921943
7.58268,8.85827,0.922566
7.58268,9,0.922871
7.72441,-9,0.923381
7.72441,-8.85827,0.923075
7.72441,-8.71654,0.922453
7.72441,-8.5748,0.921697
7.72441,-8.43307,0.921044
7.72441,-8.29134,0.920379
7.72441,-8.14961,0.919708
7.72441,-8.00787,0.91903
7.72441,-7.86614,0.918345
7.72441,-7.72441,0.917655
7.72441,-7.58268,0.916959
7.72441,-7.44094,0.916258
7.72441,-7.29921,0.915551
7.72441,-7.15748,0.914839
7.72441,-7.01575,0.914122
7.72441,-6.87402,0.9134
7.72441,-6.73228,0.912674
7.72441,-6.59055,0.911943
7.72441,-6.44882,0.91121
7.72441,-6.30709,0.910472
7.72441,-6.16535,0.909732
7.72441,-6.02362,0.908989
7.72441,-5.88189,0.908245
7.72441,-5.74016,0.907498
7.72441,-5.59843,0.906751
7.72441,-5.45669,0.906003
7.72441,-5.31496,0.905256
7.72441,-5.17323,0.904509
7.72441,-5.0315,0.903764
7.72441,-4.88976,0.903022
7.72441,-4.74803,0.902282
7.72441,-4.6063,0.901546
7.72441,-4.46457,0.900816
7.72441,-4.32283,0.90009
7.72441,-4.1811,0.899372
7.72441,-4.03937,0.898661
7.72441,-3.89764,0.897959
7.72441,-3.75591,0.897266
7.72441,-3.61417,0.896584
7.72441,-3.47244,0.895915
7.72441,-3.33071,0.895258
7.72441,-3.18898,0.894616
7.72441,-3.04724,0.89399
7.72441,-2.90551,0.89338
7.72441,-2.76378,0.892788
7.72441,-2.62205,0.892216
7.72441,-2.48031,0.891665
7.72441,-2.33858,0.891135
7.72441,-2.19685,0.890629
7.72441,-2.05512,0.890147
7.72441,-1.91339,0.889691
7.72441,-1.77165,0.889262
7.72441,-1.62992,0.888861
7.72441,-1.48819,0.888489
7.72441,-1.34646,0.888147
7.72441,-1.20472,0.887837
7.72441,-1.06299,0.887559
7.72441,-0.92126,0.887313
7.72441,-0.779528,0.887102
7.72441,-0.637795,0.886925
7.72441,-0.496063,0.886783
7.72441,-0.354331,0.886676
7.72441,-0.212598,0.886605
7.72441,-0.0708661,0.88657
7.72441,0.0708661,0.886571
7.72441,0.212598,0.886608
7.72441,0.354331,0.886681
7.72441,0.496063,0.88679
7.72441,0.637795,0.886934
7.72441,0.779528,0.887114
7.72441,0.92126,0.887327
7.72441,1.06299,0.887574
7.72441,1.20472,0.887854
7.72441,1.34646,0.888167
7.72441,1.48819,0.88851
7.72441,1.62992,0.888884
7.72441,1.77165,0.889287
7.72441,1.91339,0.889718
7.72441,2.05512,0.890175
7.72441,2.19685,0.890659
7.72441,2.33858,0.891166
7.72441,2.48031,0.891697
7.72441,2.62205,0.89225
7.72441,2.76378,0.892824
7.72441,2.90551,0.893416
7.72441,3.04724,0.894027
7.72441,3.18898,0.894655
7.72441,3.33071,0.895298
7.72441,3.47244,0.895955
7.72441,3.61417,0.896626
7.72441,3.75591,0.897308
7.72441,3.89764,0.898002
7.72441,4.03937,0.898705
7.72441,4.1811,0.899416
7.72441,4.32283,0.900135
7.72441,4.46457,0.900861
7.72441,4.6063,0.901592
7.72441,4.74803,0.902328
7.72441,4.88976,0.903068
7.72441,5.0315,0.903811
7.72441,5.17323,0.904556
