x,z,Gamma000,Gamma001,Gamma002,Gamma010,Gamma011,Gamma012,Gamma020,Gamma021,Gamma022,Gamma100,Gamma101,Gamma102,Gamma110,Gamma111,Gamma112,Gamma120,Gamma121,Gamma122,Gamma200,Gamma201,Gamma202,Gamma210,Gamma211,Gamma212,Gamma220,Gamma221,Gamma222
-3.33333,0.285714,-0.00847177,-0.112925,-0.0153598,-0.113017,-0.192811,0.00489352,-0.015363,0.00488059,-0.25453,-0.00542706,0.0697801,0.0366964,0.069753,0.111186,-0.0185935,0.0366932,-0.0185957,0.144228,-0.0213269,-0.00100199,0.00252367,-0.000982149,0.0451431,0.00107361,0.00251917,0.00104098,0.0289225
-3.33333,0.47619,-0.0112695,-0.112153,-0.0249045,-0.112235,-0.186306,0.00860594,-0.0249092,0.00858635,-0.248644,0.00258054,0.065254,0.0581637,0.0652291,0.108712,-0.0296385,0.0581586,-0.0296418,0.129657,-0.0334223,-0.00164768,0.00964753,-0.00161752,0.0727738,0.00270578,0.00964448,0.0026784,0.0461539
-3.33333,0.666667,-0.0150738,-0.110894,-0.0334941,-0.110964,-0.177388,0.0128585,-0.0334994,0.0128346,-0.24015,0.013365,0.059062,0.0756334,0.05904,0.105206,-0.0388684,0.0756271,-0.0388726,0.109769,-0.0426928,-0.0022604,0.0193109,-0.00222347,0.0970766,0.00486002,0.0193096,0.00483922,0.0606203
-3.33333,0.857143,-0.0195056,-0.10907,-0.0409005,-0.109127,-0.166858,0.0176456,-0.0409057,0.0176199,-0.229417,0.025752,0.0517825,0.0883626,0.0517639,0.100874,-0.0459231,0.0883555,-0.0459277,0.0864729,-0.0486244,-0.00282751,0.0305268,-0.00278754,0.117357,0.00726344,0.030527,0.0072495,0.0717554
-3.33333,1.04762,-0.0241806,-0.106629,-0.0470082,-0.106673,-0.155519,0.0228287,-0.0470128,0.0228034,-0.216887,0.038564,0.0440054,0.0961942,0.0439901,0.0959385,-0.0506982,0.0961869,-0.0507029,0.0617227,-0.0511249,-0.00333657,0.0422941,-0.00329678,0.133362,0.00965318,0.0422954,0.00964552,0.0793736
-3.33333,1.2381,-0.0287629,-0.103562,-0.051803,-0.103594,-0.144068,0.0281808,-0.0518067,0.0281574,-0.203036,0.0507905,0.0362503,0.0994585,0.0362381,0.0906107,-0.0533079,0.0994513,-0.0533125,0.0372436,-0.0504519,-0.00377569,0.0537387,-0.00373845,0.145216,0.0118165,0.0537408,0.011814,0.0836173
-3.33333,1.42857,-0.0329967,-0.0999038,-0.055348,-0.0999275,-0.133027,0.0334412,-0.0553508,0.0334206,-0.188334,0.0616841,0.028918,0.0988127,0.0289085,0.0850777,-0.05402,0.0988059,-0.0540242,0.0143716,-0.0470973,-0.00413459,0.0641969,-0.00410132,0.153309,0.01361,0.0641993,0.0136113,0.0848629
-3.33333,1.61905,-0.0367145,-0.0957324,-0.0577564,-0.095749,-0.122737,0.0383649,-0.0577582,0.0383474,-0.17322,0.0707838,0.022276,0.0950739,0.0222688,0.0794932,-0.0531848,0.0950677,-0.0531884,-0.00599892,-0.0416659,-0.00440589,0.0732389,-0.00437719,0.158177,0.0149602,0.0732412,0.014964,0.0836171
-3.33333,1.80952,-0.0398293,-0.0911505,-0.0591665,-0.0911618,-0.113374,0.0427546,-0.0591677,0.0427401,-0.158078,0.0778849,0.0164693,0.0890825,0.0164639,0.0739766,-0.0511742,0.0890769,-0.0511774,-0.0233843,-0.0347768,-0.0045862,0.0806484,-0.00456209,0.160406,0.015852,0.0806505,0.0158573,0.0804271
-3.33333,2,-0.0423173,-0.0862738,-0.0597237,-0.0862813,-0.104989,0.0464758,-0.0597244,0.0464642,-0.143226,0.0829822,0.0115442,0.0816093,0.0115402,0.0686159,-0.0483396,0.0816044,-0.0483422,-0.0376341,-0.0269956,-0.00467664,0.086379,-0.00465678,0.16056,0.0163125,0.0863808,0.0163184,0.0758166
-3.33333,2.19048,-0.0441987,-0.0812184,-0.0595685,-0.0812233,-0.0975484,0.0494576,-0.0595688,0.0494483,-0.128914,0.0862072,0.00747708,0.0733063,0.00747411,0.0634729,-0.0449857,0.073302,-0.0449878,-0.0488388,-0.0187994,-0.00468263,0.0905037,-0.00466649,0.159141,0.0163942,0.0905052,0.0164002,0.0702485
-3.33333,2.38095,-0.0455211,-0.0760922,-0.05883,-0.0760953,-0.0909699,0.0516839,-0.0588301,0.0516766,-0.115328,0.0877718,0.0042,0.0646905,0.00419785,0.0585883,-0.0413608,0.0646868,-0.0413626,-0.0572435,-0.0105645,-0.00461309,0.0931691,-0.00460011,0.156574,0.0161617,0.0931703,0.0161675,0.064108
-3.33333,2.57143,-0.0463455,-0.0709891,-0.0576237,-0.0709909,-0.0851484,0.0531815,-0.0576237,0.0531758,-0.102592,0.0879248,0.00162174,0.0561484,0.00162019,0.0539862,-0.0376564,0.0561452,-0.0376578,-0.0631776,-0.00257028,-0.00447934,0.0945591,-0.00446897,0.1532,0.0156822,0.0945599,0.0156876,0.0577007
-3.33333,2.7619,-0.0467378,-0.0659867,-0.0560507,-0.0659877,-0.0799742,0.0540068,-0.0560506,0.0540025,-0.0907844,0.0869214,-0.000357365,0.0479519,-0.000358477,0.0496782,-0.034012,0.0479492,-0.0340131,-0.0670028,0.00498882,-0.00429391,0.0948688,-0.00428567,0.149288,0.015019,0.0948694,0.0150238,0.0512592
-3.33333,2.95238,-0.0467623,-0.061146,-0.0541984,-0.0611466,-0.0753443,0.0542343,-0.0541982,0.0542309,-0.0799389,0.0850041,-0.00183551,0.0402792,-0.0018363,0.045667,-0.0305235,0.0402769,-0.0305244,-0.0690783,0.0119882,-0.00406949,0.0942882,-0.00406294,0.14504,0.0142281,0.0942886,0.0142323,0.0449534
-3.33333,3.14286,-0.0464794,-0.0565124,-0.0521417,-0.0565126,-0.0711674,0.0539468,-0.0521415,0.0539442,-0.0700582,0.0823912,-0.0029036,0.0332347,-0.00290415,0.0419482,-0.0272522,0.0332327,-0.0272529,-0.0697392,0.018358,-0.00381804,0.092992,-0.00381285,0.140608,0.0133569,0.0929923,0.0133606,0.0389019
-3.33333,3.33333,-0.045943,-0.052117,-0.0499442,-0.0521171,-0.0673663,0.0532288,-0.0499441,0.0532268,-0.0611201,0.0792725,-0.00364226,0.0268676,-0.00364264,0.0385128,-0.0242323,0.0268659,-0.0242329,-0.0692853,0.0240692,-0.00355033,0.0911352,-0.0035462,0.136104,0.012444,0.0911354,0.0124472,0.0331826
-3.33333,3.52381,-0.045201,-0.0479794,-0.0476593,-0.0479793,-0.0638777,0.0521611,-0.0476592,0.0521596,-0.0530844,0.075808,-0.00412083,0.0211874,-0.00412108,0.0353488,-0.0214783,0.0211861,-0.0214787,-0.0679762,0.0291224,-0.00327551,0.0888515,-0.00327223,0.131606,0.0115195,0.0888516,0.0115222,0.0278423
-3.33333,3.71429,-0.0442947,-0.0441091,-0.0453314,-0.0441089,-0.0606507,0.0508185,-0.0453312,0.0508173,-0.0458989,0.0721294,-0.00439754,0.0161764,-0.00439771,0.0324416,-0.0189908,0.0161752,-0.0189911,-0.066031,0.0335385,-0.00300108,0.0862537,-0.00299848,0.127169,0.0106064,0.0862538,0.0106087,0.0229044
-3.33333,3.90476,-0.0432598,-0.0405082,-0.0429967,-0.040508,-0.0576455,0.0492674,-0.0429965,0.0492665,-0.039504,0.0683427,-0.00452036,0.0117988,-0.00452046,0.0297757,-0.0167609,0.0117979,-0.0167611,-0.0636313,0.0373517,-0.00273292,0.0834356,-0.00273084,0.122829,0.00972127,0.0834357,0.00972324,0.0183756
-3.33333,4.09524,-0.0421269,-0.0371728,-0.0406845,-0.0371726,-0.0548309,0.0475657,-0.0406844,0.047565,-0.0338366,0.0645313,-0.00452816,0.00800851,-0.00452822,0.0273349,-0.0147739,0.00800768,-0.0147741,-0.0609245,0.0406041,-0.00247537,0.080474,-0.00247372,0.11861,0.00887584,0.080474,0.00887751,0.0142501
-3.33333,4.28571,-0.0409216,-0.0340946,-0.0384179,-0.0340944,-0.0521827,0.0457625,-0.0384178,0.045762,-0.0288323,0.0607594,-0.00445199,0.00475376,-0.00445201,0.0251031,-0.0130117,0.00475306,-0.0130119,-0.0580282,0.0433419,-0.00223151,0.0774307,-0.00223018,0.114528,0.0080776,0.0774307,0.00807901,0.010514
-3.33333,4.47619,-0.0396659,-0.0312624,-0.0362148,-0.0312622,-0.0496825,0.0438988,-0.0362147,0.0438984,-0.0244281,0.057075,-0.00431634,0.0019812,-0.00431634,0.0230641,-0.0114546,0.00198061,-0.0114547,-0.0550347,0.0456124,-0.00200327,0.0743553,-0.0020022,0.110589,0.00733091,0.0743553,0.0073321,0.00714794
-3.33333,4.66667,-0.038378,-0.0286629,-0.0340883,-0.0286627,-0.0473159,0.0420082,-0.0340882,0.0420079,-0.0205636,0.0535131,-0.0041403,-0.000361807,-0.00414029,0.0212027,-0.0100825,-0.000362305,-0.0100826,-0.0520154,0.0474624,-0.00179169,0.0712867,-0.00179083,0.106798,0.00663767,0.0712866,0.00663867,0.00412947
-3.33333,4.85714,-0.0370734,-0.0262818,-0.0320477,-0.0262816,-0.0450716,0.0401176,-0.0320477,0.0401174,-0.0171814,0.0500979,-0.00393853,-0.00232547,-0.00393851,0.0195041,-0.00887611,-0.00232589,-0.00887618,-0.0490241,0.0489369,-0.00159713,0.068255,-0.00159643,0.103155,0.00599802,0.0682549,0.00599887,0.0014343
-3.33333,5.04762,-0.0357642,-0.0241041,-0.0301017,-0.024104,-0.0429408,0.0382492,-0.0301017,0.0382491,-0.0142242,0.0468448,-0.00372212,-0.0039557,-0.00372209,0.0179544,-0.00781692,-0.00395605,-0.00781697,-0.0461026,0.05008,-0.00142013,0.0652829,-0.00141957,0.0996568,0.00541096,0.0652828,0.00541168,-0.000964285
-3.33333,5.2381,-0.0344436,-0.0221214,-0.0283505,-0.0221212,-0.040913,0.0364572,-0.0283506,0.0364571,-0.0115292,0.0437571,-0.00349722,-0.0052567,-0.00349719,0.0165396,-0.0069032,-0.00525696,-0.00690325,-0.0433332,0.0510095,-0.00129083,0.062369,-0.00129038,0.0963129,0.00488188,0.0623684,0.00488253,-0.00319325
-3.33333,5.42857,-0.0331412,-0.0203068,-0.0266545,-0.0203067,-0.0389854,0.0346937,-0.0266539,0.0346935,-0.00758388,0.0408418,-0.00327276,-0.00632745,-0.00327273,0.015248,-0.00609178,-0.00632787,-0.0060918,-0.0414111,0.0516415,-0.00115756,0.0595617,-0.00115717,0.0930998,0.00439581,0.059564,0.00439598,-0.00509177
-3.33333,5.61905,-0.0324021,-0.0184978,-0.0221134,-0.0184977,-0.037261,0.0318389,-0.0221102,0.0318387,-0.0255299,0.0383248,-0.00311822,-0.00837236,-0.00311818,0.0141193,-0.00518817,-0.00837339,-0.0051882,-0.0297661,0.0496483,-8.42613e-05,0.0574704,-8.40148e-05,0.0899415,0.00375249,0.0574827,0.0037528,-0.00155275
-3.33333,5.80952,-0.0344996,-0.0161407,-0.0015519,-0.0161406,-0.0365434,0.0235273,-0.00155125,0.0235275,-0.0579911,0.0371764,-0.00328762,-0.0165063,-0.00328768,0.0134831,-0.00104196,-0.0165065,-0.00104197,-0.0121745,0.034553,0.00608914,0.0601917,0.00608975,0.0859805,0.00207561,0.0601917,0.00207697,-0.00300948
-3.14286,-5.80952,-0.034583,-0.0161609,0.00104251,-0.0161607,-0.0349303,-0.0257905,0.0010419,-0.0257906,-0.0581674,0.0380712,-0.00354672,0.0192654,-0.00354679,0.0133582,0.000947614,0.0192657,0.000947617,-0.0124038,-0.0403719,-0.0058189,0.0600018,-0.00581948,-0.0887394,0.00220031,0.0600017,0.00220172,0.00355565
-3.14286,-5.61905,-0.0328225,-0.0184662,0.0205902,-0.0184661,-0.0355923,-0.0339544,0.0205869,-0.0339543,-0.0248619,0.0394375,-0.00343199,0.011548,-0.00343195,0.0140052,0.00507806,0.0115491,0.00507809,-0.0306887,-0.054499,2.12917e-05,0.0576265,2.10652e-05,-0.0927273,0.00381451,0.057639,0.00381482,0.0036433
-3.14286,-5.42857,-0.0337289,-0.0203188,0.0249637,-0.0203187,-0.0372213,-0.0370183,0.0249631,-0.0370181,-0.00668239,0.0422162,-0.00364406,0.00976019,-0.00364402,0.0151547,0.00597523,0.00976065,0.00597525,-0.0428303,-0.0566181,0.00105911,0.0599352,0.00105872,-0.0960863,0.00447866,0.0599378,0.00447885,0.0082939
-3.14286,-5.2381,-0.0351905,-0.0221966,0.0265802,-0.0221965,-0.0390343,-0.039022,0.0265802,-0.039022,-0.0105648,0.0454358,-0.00393629,0.00895995,-0.00393626,0.016472,0.00679635,0.00896024,0.0067964,-0.0450522,-0.0562475,0.00117829,0.0629686,0.00117784,-0.0995426,0.00499999,0.0629679,0.0050007,0.00639466
-3.14286,-5.04762,-0.0366875,-0.02426,0.0282785,-0.0242598,-0.0409319,-0.0410893,0.0282785,-0.0410892,-0.0132124,0.0488786,-0.00424,0.0079299,-0.00423997,0.0179196,0.00773258,0.00793029,0.00773264,-0.048181,-0.0556042,0.00130086,0.0661401,0.00130029,-0.103161,0.00557453,0.06614,0.00557531,0.00428282
-3.14286,-4.85714,-0.0381986,-0.0265365,0.0301673,-0.0265363,-0.0429155,-0.0432576,0.0301672,-0.0432574,-0.0161324,0.0525468,-0.00454862,0.00657965,-0.0045486,0.0195108,0.00882403,0.00658013,0.00882411,-0.0515211,-0.05474,0.001468,0.0694127,0.0014673,-0.106962,0.00621614,0.0694127,0.00621707,0.00198866
-3.14286,-4.66667,-0.0397316,-0.0290387,0.0321547,-0.0290384,-0.0449921,-0.0454759,0.0321546,-0.0454757,-0.0194925,0.0564454,-0.00485773,0.00489799,-0.00485772,0.0212614,0.0100764,0.00489856,0.0100765,-0.0549965,-0.05354,0.00165199,0.0727908,0.00165111,-0.110944,0.00692178,0.0727907,0.00692289,-0.000617826
-3.14286,-4.47619,-0.0412771,-0.0317855,0.034233,-0.0317852,-0.0471674,-0.0477228,0.0342329,-0.0477224,-0.0233563,0.0605683,-0.00515821,0.00283263,-0.00515821,0.0231876,0.0115122,0.0028333,0.0115123,-0.0585724,-0.0519539,0.00185203,0.0762571,0.00185094,-0.115114,0.00769437,0.076257,0.00769569,-0.00356977
-3.14286,-4.28571,-0.042823,-0.0347959,0.0363941,-0.0347956,-0.0494487,-0.0499708,0.036394,-0.0499704,-0.0277878,0.0649012,-0.00543736,0.000324648,-0.00543739,0.0253064,0.0131557,0.000325447,0.0131558,-0.0622019,-0.0499286,0.00206751,0.0797869,0.00206614,-0.119478,0.00853589,0.0797869,0.00853747,-0.00689874
-3.14286,-4.09524,-0.044354,-0.0380883,0.0386261,-0.038088,-0.0518463,-0.052185,0.038626,-0.0521844,-0.032856,0.0694196,-0.00567794,-0.00269002,-0.005678,0.0276362,0.0150329,-0.00268907,0.0150331,-0.0658199,-0.0474075,0.00229702,0.083347,0.00229529,-0.124041,0.0094467,0.083347,0.00944858,-0.0106361
-3.14286,-3.90476,-0.0458518,-0.0416797,0.0409126,-0.0416793,-0.0543745,-0.0543214,0.0409124,-0.0543206,-0.0386338,0.074086,-0.00585694,-0.0062795,-0.00585705,0.0301963,0.017171,-0.00627836,0.0171713,-0.0693388,-0.0443304,0.00253803,0.086893,0.00253585,-0.128802,0.0104248,0.0868931,0.010427,-0.0148118
-3.14286,-3.71429,-0.0472937,-0.0455845,0.043232,-0.0455841,-0.0570533,-0.0563255,0.0432319,-0.0563244,-0.0451967,0.078846,-0.00594413,-0.0105141,-0.0059443,0.033007,0.0195968,-0.0105127,0.0195972,-0.0726423,-0.0406356,0.00278673,0.0903673,0.00278396,-0.133758,0.0114649,0.0903674,0.0114676,-0.0194525
-3.14286,-3.52381,-0.0486523,-0.0498132,0.0455569,-0.0498128,-0.0599107,-0.0581314,0.0455568,-0.05813,-0.0526211,0.0836245,-0.00590034,-0.0154632,-0.00590062,0.0360889,0.0223355,-0.0154615,0.022336,-0.0755804,-0.0362624,0.0030377,0.0936959,0.00303418,-0.138897,0.0125575,0.093696,0.0125607,-0.0245786
-3.14286,-3.33333,-0.0498946,-0.0543703,0.047853,-0.05437,-0.0629847,-0.0596612,0.0478528,-0.0596593,-0.0609808,0.0883211,-0.00567558,-0.0211905,-0.00567599,0.039463,0.0254076,-0.0211886,0.0254083,-0.0779621,-0.0311542,0.00328371,0.096785,0.00327924,-0.144193,0.0136874,0.0967852,0.0136912,-0.0302007
-3.14286,-3.14286,-0.0509807,-0.0592526,0.0500782,-0.0592523,-0.0663268,-0.0608247,0.050078,-0.0608221,-0.0703433,0.0928053,-0.00520698,-0.0277473,-0.00520759,0.0431497,0.0288258,-0.027745,0.0288266,-0.0795491,-0.0252642,0.00351558,0.099518,0.00350987,-0.149607,0.0148323,0.0995183,0.0148368,-0.0363145
-3.14286,-2.95238,-0.0518628,-0.0644461,0.0521821,-0.0644461,-0.0700053,-0.0615203,0.0521819,-0.0615168,-0.0807647,0.0969109,-0.00441686,-0.0351623,-0.00441774,0.0471681,0.0325892,-0.0351595,0.0325902,-0.0800497,-0.0185624,0.00372211,0.101751,0.00371482,-0.155072,0.015961,0.101752,0.0159662,-0.0428938
-3.14286,-2.7619,-0.0524842,-0.0699236,0.0541047,-0.0699239,-0.0741085,-0.0616379,0.0541045,-0.0616334,-0.0922827,0.100432,-0.00321116,-0.0434282,-0.00321241,0.0515349,0.0366768,-0.0434249,0.0366782,-0.0791147,-0.0110462,0.00389036,0.103311,0.00388102,-0.160491,0.0170317,0.103312,0.0170378,-0.0498817
-3.14286,-2.57143,-0.0527785,-0.0756412,0.0557753,-0.0756422,-0.0787475,-0.0610638,0.0557751,-0.0610578,-0.104908,0.103121,-0.00147885,-0.0524838,-0.00148063,0.056263,0.0410386,-0.0524799,0.0410404,-0.0763368,-0.00275348,0.00400616,0.103994,0.00399421,-0.165718,0.0179905,0.103995,0.0179975,-0.0571792
-3.14286,-2.38095,-0.0526696,-0.0815355,0.0571112,-0.0815376,-0.0840572,-0.0596885,0.0571111,-0.0596804,-0.118617,0.104686,0.000906775,-0.0621909,0.000904272,0.0613593,0.0455845,-0.0621863,0.0455867,-0.071258,0.00621969,0.00405513,0.103564,0.00403987,-0.170549,0.0187705,0.103566,0.0187783,-0.0646307
-3.14286,-2.19048,-0.0520734,-0.087521,0.0580161,-0.087525,-0.0901934,-0.057418,0.0580162,-0.0574075,-0.133338,0.104801,0.00408373,-0.0723058,0.00408022,0.0668219,0.0501712,-0.0723003,0.050174,-0.0633864,0.0156984,0.00402417,0.101766,0.00400477,-0.174698,0.019292,0.101768,0.0193004,-0.0720079
-3.14286,-2,-0.0509023,-0.0934892,0.0583784,-0.0934959,-0.0973245,-0.0541904,0.0583789,-0.0541768,-0.148942,0.103121,0.00819197,-0.0824475,0.0081871,0.0726364,0.0545888,-0.0824411,0.0545922,-0.0522313,0.0254049,0.00390341,0.0983338,0.00387894,-0.177784,0.0194649,0.0983363,0.0194736,-0.0789914
-3.14286,-1.80952,-0.0490735,-0.0993092,0.05807,-0.0993202,-0.105613,-0.0499945,0.0580712,-0.0499771,-0.16523,0.0993098,0.013357,-0.0920655,0.0133502,0.0787703,0.0585479,-0.0920581,0.0585521,-0.037361,0.0349353,0.00368851,0.0930209,0.003658,-0.179306,0.0191949,0.093024,0.0192033,-0.0851548
-3.14286,-1.61905,-0.0465238,-0.104833,0.0569465,-0.10485,-0.115183,-0.0448911,0.0569486,-0.0448693,-0.181927,0.0930934,0.019664,-0.100416,0.0196548,0.0851668,0.0616725,-0.100407,0.0616775,-0.0184898,0.0437415,0.00338282,0.0856436,0.00334544,-0.17864,0.0183945,0.0856472,0.0184014,-0.0899557
-3.14286,-1.42857,-0.0432308,-0.109905,0.0548504,-0.109932,-0.126074,-0.0390315,0.0548539,-0.0390049,-0.198673,0.0843312,0.027122,-0.106558,0.0271097,0.0917359,0.0635044,-0.106549,0.0635102,0.00440252,0.0511303,0.00299885,0.0761418,0.00295419,-0.175041,0.017,0.0761456,0.0170041,-0.0927424
-3.14286,-1.2381,-0.0392401,-0.114379,0.0516212,-0.114418,-0.138178,-0.032666,0.0516263,-0.0326349,-0.215027,0.0731093,0.0356189,-0.109395,0.0356028,0.0983455,0.0635272,-0.109385,0.0635336,0.0309271,0.0562914,0.00255828,0.0646553,0.00250674,-0.167682,0.0149959,0.0646589,0.0149951,-0.0927885
-3.14286,-1.04762,-0.0346948,-0.118137,0.0471137,-0.118191,-0.151169,-0.0261325,0.0471204,-0.0260977,-0.230482,0.0598406,0.0448759,-0.107773,0.0448551,0.104813,0.0612184,-0.107762,0.0612253,0.0601414,0.0583722,0.00208968,0.0516041,0.00203291,-0.155742,0.0124423,0.0516067,0.0124344,-0.089367
-3.14286,-0.857143,-0.0298568,-0.121113,0.0412267,-0.121186,-0.164449,-0.0198154,0.0412347,-0.019779,-0.244489,0.0453418,0.0544142,-0.100662,0.0543883,0.110902,0.0561352,-0.100651,0.056142,0.0904525,0.0566087,0.00162386,0.0377449,0.00156518,-0.138538,0.00949975,0.0377458,0.00948274,-0.081871
-3.14286,-0.666667,-0.0251084,-0.123308,0.0339397,-0.123401,-0.177139,-0.0140724,0.0339482,-0.0140377,-0.256495,0.0308425,0.0635581,-0.0874054,0.0635269,0.116328,0.048025,-0.0873959,0.0480313,0.119633,0.0505061,0.0011875,0.0241711,0.00113192,-0.115716,0.00643932,0.0241693,0.00641183,-0.0699698
-3.14286,-0.47619,-0.0209195,-0.12479,0.0253478,-0.124903,-0.188142,-0.00914112,0.0253555,-0.00911199,-0.265995,0.0178817,0.0714913,-0.0679894,0.0714553,0.12078,0.0369401,-0.0679817,0.0369452,0.145012,0.0400327,0.000796921,0.0122175,0.000750585,-0.0874449,0.00362319,0.0122129,0.00358525,-0.053768
-3.14286,-0.285714,-0.0177772,-0.125675,0.0156833,-0.125803,-0.196311,-0.00505423,0.0156887,-0.00503472,-0.272572,0.00807312,0.0773768,-0.0432392,0.0773371,0.123955,0.0233164,-0.0432342,0.0233197,0.163866,0.0257631,0.000454155,0.00326246,0.000423237,-0.0545554,0.00144839,0.00325514,0.00140192,-0.0339133
-3.14286,-0.0952381,-0.0160894,-0.126079,0.00531037,-0.126216,-0.200675,-0.00160551,0.00531234,-0.00159863,-0.275935,0.00277761,0.0805182,-0.0148452,0.0804765,0.125611,0.00797491,-0.0148435,0.00797607,0.173936,0.00889601,0.000147012,-0.00154387,0.000136133,-0.0185522,0.000259986,-0.00155276,0.000208687,-0.0115948
-3.14286,0.0952381,-0.0160894,-0.126079,-0.00531037,-0.126216,-0.200675,0.00160551,-0.00531234,0.00159863,-0.275935,0.00277761,0.0805182,0.0148452,0.0804765,0.125611,-0.00797491,0.0148435,-0.00797607,0.173936,-0.00889601,-0.000147012,-0.00154387,-0.000136133,0.0185522,0.000259986,-0.00155276,0.000208687,0.0115948
-3.14286,0.285714,-0.0177772,-0.125675,-0.0156833,-0.125803,-0.196311,0.00505423,-0.0156887,0.00503472,-0.272572,0.00807312,0.0773768,0.0432392,0.0773371,0.123955,-0.0233164,0.0432342,-0.0233197,0.163866,-0.0257631,-0.000454155,0.00326246,-0.000423237,0.0545554,0.00144839,0.00325514,0.00140192,0.0339133
-3.14286,0.47619,-0.0209195,-0.12479,-0.0253478,-0.124903,-0.188142,0.00914112,-0.0253555,0.00911199,-0.265995,0.0178817,0.0714913,0.0679894,0.0714553,0.12078,-0.0369401,0.0679817,-0.0369452,0.145012,-0.0400327,-0.000796921,0.0122175,-0.000750585,0.0874449,0.00362319,0.0122129,0.00358525,0.053768
-3.14286,0.666667,-0.0251084,-0.123308,-0.0339397,-0.123401,-0.177139,0.0140724,-0.0339482,0.0140377,-0.256495,0.0308425,0.0635581,0.0874054,0.0635269,0.116328,-0.048025,0.0873959,-0.0480313,0.119633,-0.0505061,-0.0011875,0.0241711,-0.00113192,0.115716,0.00643932,0.0241693,0.00641183,0.0699698
-3.14286,0.857143,-0.0298568,-0.121113,-0.0412267,-0.121186,-0.164449,0.0198154,-0.0412347,0.019779,-0.244489,0.0453418,0.0544142,0.100662,0.0543883,0.110902,-0.0561352,0.100651,-0.056142,0.0904525,-0.0566087,-0.00162386,0.0377449,-0.00156518,0.138538,0.00949975,0.0377458,0.00948274,0.081871
-3.14286,1.04762,-0.0346948,-0.118137,-0.0471137,-0.118191,-0.151169,0.0261325,-0.0471204,0.0260977,-0.230482,0.0598406,0.0448759,0.107773,0.0448551,0.104813,-0.0612184,0.107762,-0.0612253,0.0601414,-0.0583722,-0.00208968,0.0516041,-0.00203291,0.155742,0.0124423,0.0516067,0.0124344,0.089367
-3.14286,1.2381,-0.0392401,-0.114379,-0.0516212,-0.114418,-0.138178,0.032666,-0.0516263,0.0326349,-0.215027,0.0731093,0.0356189,0.109395,0.0356028,0.0983455,-0.0635272,0.109385,-0.0635336,0.0309271,-0.0562914,-0.00255828,0.0646553,-0.00250674,0.167682,0.0149959,0.0646589,0.0149951,0.0927885
-3.14286,1.42857,-0.0432308,-0.109905,-0.0548504,-0.109932,-0.126074,0.0390315,-0.0548539,0.0390049,-0.198673,0.0843312,0.027122,0.106558,0.0271097,0.0917359,-0.0635044,0.106549,-0.0635102,0.00440252,-0.0511303,-0.00299885,0.0761418,-0.00295419,0.175041,0.017,0.0761456,0.0170041,0.0927424
-3.14286,1.61905,-0.0465238,-0.104833,-0.0569465,-0.10485,-0.115183,0.0448911,-0.0569486,0.0448693,-0.181927,0.0930934,0.019664,0.100416,0.0196548,0.0851668,-0.0616725,0.100407,-0.0616775,-0.0184898,-0.0437415,-0.00338282,0.0856436,-0.00334544,0.17864,0.0183945,0.0856472,0.0184014,0.0899557
-3.14286,1.80952,-0.0490735,-0.0993092,-0.05807,-0.0993202,-0.105613,0.0499945,-0.0580712,0.0499771,-0.16523,0.0993098,0.013357,0.0920655,0.0133502,0.0787703,-0.0585479,0.0920581,-0.0585521,-0.037361,-0.0349353,-0.00368851,0.0930209,-0.003658,0.179306,0.0191949,0.093024,0.0192033,0.0851548
-3.14286,2,-0.0509023,-0.0934892,-0.0583784,-0.0934959,-0.0973245,0.0541904,-0.0583789,0.0541768,-0.148942,0.103121,0.00819197,0.0824475,0.0081871,0.0726364,-0.0545888,0.0824411,-0.0545922,-0.0522313,-0.0254049,-0.00390341,0.0983338,-0.00387894,0.177784,0.0194649,0.0983363,0.0194736,0.0789914
-3.14286,2.19048,-0.0520734,-0.087521,-0.0580161,-0.087525,-0.0901934,0.057418,-0.0580162,0.0574075,-0.133338,0.104801,0.00408373,0.0723058,0.00408022,0.0668219,-0.0501712,0.0723003,-0.050174,-0.0633864,-0.0156984,-0.00402417,0.101766,-0.00400477,0.174698,0.019292,0.101768,0.0193004,0.0720079
-3.14286,2.38095,-0.0526696,-0.0815355,-0.0571112,-0.0815376,-0.0840572,0.0596885,-0.0571111,0.0596804,-0.118617,0.104686,0.000906775,0.0621909,0.000904272,0.0613593,-0.0455845,0.0621863,-0.0455867,-0.071258,-0.00621969,-0.00405513,0.103564,-0.00403987,0.170549,0.0187705,0.103566,0.0187783,0.0646307
-3.14286,2.57143,-0.0527785,-0.0756412,-0.0557753,-0.0756422,-0.0787475,0.0610638,-0.0557751,0.0610578,-0.104908,0.103121,-0.00147885,0.0524838,-0.00148063,0.056263,-0.0410386,0.0524799,-0.0410404,-0.0763368,0.00275348,-0.00400616,0.103994,-0.00399421,0.165718,0.0179905,0.103995,0.0179975,0.0571792
-3.14286,2.7619,-0.0524842,-0.0699236,-0.0541047,-0.0699239,-0.0741085,0.0616379,-0.0541045,0.0616334,-0.0922827,0.100432,-0.00321116,0.0434282,-0.00321241,0.0515349,-0.0366768,0.0434249,-0.0366782,-0.0791147,0.0110462,-0.00389036,0.103311,-0.00388102,0.160491,0.0170317,0.103312,0.0170378,0.0498817
